price,brand,model,year,title_status,mileage,color,state,country,condition
28000,chevrolet,cutaway,2017,clean vehicle,12780.0,white,illinois, usa,21 hours left
14000,chevrolet,door,2017,clean vehicle,38458.0,blue,wisconsin, usa,21 hours left
21700,chevrolet,door,2017,clean vehicle,34420.0,silver,wisconsin, usa,21 hours left
13500,chevrolet,door,2017,clean vehicle,46497.0,white,wisconsin, usa,21 hours left
35500,chevrolet,1500,2017,clean vehicle,21268.0,no_color,wisconsin, usa,21 hours left
29500,chevrolet,1500,2017,clean vehicle,31029.0,red,wisconsin, usa,21 hours left
25300,chevrolet,1500,2017,clean vehicle,40878.0,no_color,wisconsin, usa,21 hours left
21500,chevrolet,1500,2016,clean vehicle,20270.0,silver,new jersey, usa,3 days left
25900,chevrolet,door,2016,clean vehicle,32984.0,blue,wisconsin, usa,21 hours left
35300,chevrolet,door,2016,clean vehicle,75506.0,black,wisconsin, usa,21 hours left
13500,chevrolet,door,2016,clean vehicle,39951.0,red,wisconsin, usa,21 hours left
62000,chevrolet,corvette,2016,clean vehicle,19403.0,white,illinois, usa,21 hours left
46000,chevrolet,corvette,2016,clean vehicle,4445.0,black,illinois, usa,2 days left
9000,chevrolet,malibu,2016,clean vehicle,67527.0,gray,wisconsin, usa,21 hours left
25900,chevrolet,door,2016,clean vehicle,33588.0,white,wisconsin, usa,21 hours left
25800,chevrolet,door,2016,clean vehicle,10103.0,no_color,wisconsin, usa,21 hours left
17000,chevrolet,door,2016,clean vehicle,26474.0,gray,wisconsin, usa,21 hours left
12800,chevrolet,door,2016,clean vehicle,40253.0,white,wisconsin, usa,21 hours left
47400,chevrolet,3500,2016,clean vehicle,39624.0,red,wisconsin, usa,21 hours left
24400,chevrolet,door,2016,clean vehicle,48705.0,gray,wisconsin, usa,21 hours left
17100,chevrolet,trax,2016,clean vehicle,19659.0,white,wisconsin, usa,2 days left
7400,chevrolet,door,2015,clean vehicle,91299.0,no_color,wisconsin, usa,21 hours left
33100,chevrolet,door,2015,clean vehicle,81614.0,gold,wisconsin, usa,2 days left
22000,chevrolet,trax,2020,clean vehicle,179.0,gray,california, usa,21 hours left
35000,chevrolet,1500,2019,clean vehicle,5523.0,no_color,california, usa,2 days left
16500,chevrolet,equinox,2019,clean vehicle,29841.0,silver,california, usa,21 hours left
35300,chevrolet,1500,2019,clean vehicle,8516.0,silver,california, usa,21 hours left
26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,missouri, usa,19 hours left
11600,chevrolet,trax,2017,clean vehicle,27498.0,black,california, usa,21 hours left
28100,chevrolet,1500,2017,clean vehicle,31141.0,silver,california, usa,21 hours left
27700,chevrolet,1500,2017,clean vehicle,20784.0,white,california, usa,21 hours left
17700,chevrolet,passenger,2017,clean vehicle,52667.0,white,california, usa,21 hours left
16600,chevrolet,volt,2017,clean vehicle,26003.0,no_color,california, usa,21 hours left
63200,chevrolet,corvette,2016,clean vehicle,4266.0,red,california, usa,2 days left
36800,chevrolet,door,2015,clean vehicle,32332.0,white,california, usa,21 hours left
19500,chevrolet,passenger,2018,clean vehicle,44333.0,white,texas, usa,1 days left
38800,chevrolet,tahoe,2019,clean vehicle,36198.0,blue,oklahoma, usa,21 hours left
37500,chevrolet,tahoe,2019,clean vehicle,33331.0,silver,oklahoma, usa,21 hours left
35000,chevrolet,suburban,2019,clean vehicle,43082.0,gray,oklahoma, usa,21 hours left
31100,chevrolet,camaro,2019,clean vehicle,24561.0,gray,oklahoma, usa,21 hours left
22600,chevrolet,van,2019,clean vehicle,13485.0,white,oklahoma, usa,21 hours left
22400,chevrolet,van,2019,clean vehicle,15524.0,white,oklahoma, usa,21 hours left
22700,chevrolet,van,2019,clean vehicle,8996.0,white,oklahoma, usa,21 hours left
13700,chevrolet,malibu,2019,clean vehicle,47282.0,silver,oklahoma, usa,21 hours left
37100,chevrolet,suburban,2019,clean vehicle,34470.0,black,oklahoma, usa,21 hours left
18500,chevrolet,colorado,2018,clean vehicle,87264.0,green,oregon, usa,34 minutes
18300,chevrolet,2500,2017,clean vehicle,114344.0,white,oregon, usa,34 minutes
19000,chevrolet,2500,2017,clean vehicle,111635.0,white,oregon, usa,34 minutes
18500,chevrolet,1500,2017,clean vehicle,103955.0,white,oregon, usa,34 minutes
22500,chevrolet,door,2016,clean vehicle,66640.0,white,oregon, usa,34 minutes
14500,chevrolet,door,2014,clean vehicle,122018.0,white,oregon, usa,34 minutes
32800,chevrolet,tahoe,2018,clean vehicle,46915.0,gray,oklahoma, usa,21 hours left
12300,chevrolet,malibu,2018,clean vehicle,53599.0,black,oklahoma, usa,21 hours left
19600,chevrolet,1500,2018,clean vehicle,41672.0,gray,oklahoma, usa,21 hours left
13600,chevrolet,malibu,2018,clean vehicle,36047.0,white,oklahoma, usa,21 hours left
7200,chevrolet,spark,2018,clean vehicle,42561.0,red,oklahoma, usa,21 hours left
19900,chevrolet,1500,2018,clean vehicle,40345.0,white,oklahoma, usa,21 hours left
13000,chevrolet,malibu,2018,clean vehicle,41751.0,gray,oklahoma, usa,21 hours left
19700,chevrolet,door,2016,clean vehicle,27593.0,white,oklahoma, usa,21 hours left
9400,chevrolet,door,2017,clean vehicle,24009.0,blue,oklahoma, usa,21 hours left
23800,chevrolet,1500,2017,clean vehicle,85697.0,white,oklahoma, usa,21 hours left
17700,chevrolet,equinox,2019,clean vehicle,25223.0,white,new york, usa,18 hours left
17000,chevrolet,door,2015,clean vehicle,27927.0,white,oklahoma, usa,21 hours left
14000,chevrolet,door,2014,clean vehicle,135127.0,red,florida, usa,2 days left
32100,chevrolet,2500,2018,clean vehicle,55532.0,white,pennsylvania, usa,21 hours left
33100,chevrolet,2500,2019,clean vehicle,72172.0,white,pennsylvania, usa,21 hours left
31600,chevrolet,2500,2018,clean vehicle,57751.0,white,pennsylvania, usa,21 hours left
5100,chevrolet,door,2013,clean vehicle,96314.0,gray,pennsylvania, usa,21 hours left
4100,chevrolet,door,2013,clean vehicle,89152.0,blue,pennsylvania, usa,21 hours left
7200,chevrolet,door,2014,clean vehicle,114660.0,silver,texas, usa,6 hours left
12800,chevrolet,1500,2014,clean vehicle,177322.0,white,texas, usa,7 hours left
46800,chevrolet,1500,2019,clean vehicle,36423.0,gray,nebraska, usa,21 hours left
21800,chevrolet,van,2019,clean vehicle,23759.0,white,missouri, usa,21 hours left
3000,chevrolet,door,2013,clean vehicle,120667.0,gray,texas, usa,9 days left
22500,chevrolet,colorado,2017,clean vehicle,65344.0,red,indiana, usa,2 days left
35300,chevrolet,suburban,2018,clean vehicle,51347.0,black,missouri, usa,21 hours left
16500,chevrolet,volt,2017,clean vehicle,52322.0,black,oklahoma, usa,21 hours left
33000,chevrolet,door,2017,clean vehicle,67620.0,black,missouri, usa,2 days left
31500,chevrolet,1500,2017,clean vehicle,59965.0,black,missouri, usa,2 days left
34500,chevrolet,1500,2017,clean vehicle,28739.0,silver,missouri, usa,2 days left
8000,chevrolet,trax,2016,clean vehicle,77429.0,silver,west virginia, usa,2 days left
25000,chevrolet,1500,2017,clean vehicle,20847.0,white,west virginia, usa,21 hours left
10700,chevrolet,trax,2016,clean vehicle,44280.0,red,west virginia, usa,2 days left
13400,chevrolet,door,2016,clean vehicle,86031.0,silver,west virginia, usa,2 days left
16500,chevrolet,equinox,2019,clean vehicle,7622.0,gold,west virginia, usa,2 days left
34000,chevrolet,traverse,2019,clean vehicle,8067.0,white,west virginia, usa,2 days left
14100,chevrolet,trax,2018,clean vehicle,16502.0,white,west virginia, usa,2 days left
38600,chevrolet,1500,2019,clean vehicle,20681.0,black,west virginia, usa,2 days left
9100,chevrolet,door,2016,clean vehicle,54655.0,blue,missouri, usa,21 hours left
8600,chevrolet,door,2016,clean vehicle,57825.0,blue,missouri, usa,21 hours left
22000,chevrolet,door,2016,clean vehicle,58856.0,white,oklahoma, usa,21 hours left
8900,chevrolet,colorado,2015,clean vehicle,85072.0,white,west virginia, usa,2 days left
15500,chevrolet,door,2015,clean vehicle,79506.0,red,west virginia, usa,2 days left
3300,chevrolet,door,2015,clean vehicle,85301.0,silver,west virginia, usa,2 days left
29000,chevrolet,1500,2015,clean vehicle,69377.0,brown,missouri, usa,2 days left
17300,chevrolet,equinox,2020,clean vehicle,15577.0,black,nevada, usa,2 days left
30500,chevrolet,traverse,2020,clean vehicle,23470.0,silver,nevada, usa,2 days left
25000,chevrolet,impala,2020,clean vehicle,18715.0,silver,nevada, usa,6 hours left
2800,chevrolet,cruze,2012,clean vehicle,61258.0,white,illinois, usa,21 hours left
3300,chevrolet,door,2012,clean vehicle,131791.0,no_color,illinois, usa,21 hours left
36400,chevrolet,suburban,2019,clean vehicle,35705.0,silver,nevada, usa,2 days left
34800,chevrolet,suburban,2019,clean vehicle,48982.0,silver,nevada, usa,2 days left
20700,chevrolet,ld,2019,clean vehicle,33745.0,white,nevada, usa,2 days left
32200,chevrolet,suburban,2019,clean vehicle,42267.0,silver,nevada, usa,2 days left
35300,chevrolet,tahoe,2019,clean vehicle,46863.0,black,nevada, usa,2 days left
33500,chevrolet,suburban,2019,clean vehicle,36443.0,white,nevada, usa,2 days left
13700,chevrolet,impala,2019,clean vehicle,14939.0,blue,nevada, usa,9 minutes
15900,chevrolet,malibu,2019,clean vehicle,22026.0,black,nevada, usa,1 hours left
33200,chevrolet,suburban,2019,clean vehicle,38278.0,black,nevada, usa,2 days left
35500,chevrolet,suburban,2019,clean vehicle,46149.0,silver,nevada, usa,2 days left
29800,chevrolet,suburban,2018,clean vehicle,48427.0,silver,nevada, usa,2 days left
29800,chevrolet,suburban,2018,clean vehicle,48807.0,gray,nevada, usa,2 days left
29500,chevrolet,suburban,2018,clean vehicle,52618.0,silver,nevada, usa,2 days left
30300,chevrolet,suburban,2018,clean vehicle,46494.0,white,nevada, usa,2 days left
24300,chevrolet,1500,2018,clean vehicle,56296.0,black,new york, usa,18 hours left
29800,chevrolet,suburban,2017,clean vehicle,33909.0,silver,nevada, usa,2 days left
29800,chevrolet,suburban,2017,clean vehicle,33028.0,white,nevada, usa,2 days left
27500,chevrolet,camaro,2016,clean vehicle,44653.0,white,nevada, usa,Listing Expired
10800,chevrolet,door,2017,clean vehicle,80516.0,gray,new jersey, usa,18 hours left
11500,chevrolet,van,2017,clean vehicle,105151.0,white,new jersey, usa,18 hours left
10400,chevrolet,van,2017,clean vehicle,78368.0,white,new jersey, usa,18 hours left
11400,chevrolet,equinox,2018,clean vehicle,78956.0,white,florida, usa,Listing Expired
11400,chevrolet,equinox,2018,clean vehicle,88564.0,white,florida, usa,Listing Expired
8000,chevrolet,door,2015,clean vehicle,78800.0,white,nevada, usa,Listing Expired
3000,chevrolet,door,2012,clean vehicle,111856.0,white,california, usa,5 hours left
25000,chevrolet,door,2015,clean vehicle,80946.0,black,nevada, usa,Listing Expired
12300,chevrolet,traverse,2017,clean vehicle,83168.0,gray,new york, usa,18 hours left
14100,chevrolet,traverse,2017,clean vehicle,58606.0,white,new york, usa,18 hours left
9000,chevrolet,van,2014,clean vehicle,82020.0,white,nevada, usa,9 minutes
4200,chevrolet,door,2014,clean vehicle,102500.0,black,nevada, usa,2 days left
22500,chevrolet,van,2019,clean vehicle,8150.0,white,texas, usa,2 days left
22600,chevrolet,van,2019,clean vehicle,6159.0,white,texas, usa,2 days left
22600,chevrolet,van,2019,clean vehicle,5938.0,white,texas, usa,2 days left
22500,chevrolet,van,2019,clean vehicle,9019.0,white,texas, usa,2 days left
10200,chevrolet,malibu,2018,clean vehicle,45836.0,white,texas, usa,2 days left
42700,chevrolet,3500,2016,clean vehicle,60215.0,white,texas, usa,2 days left
21200,chevrolet,tahoe,2015,clean vehicle,125507.0,white,texas, usa,2 days left
22700,chevrolet,door,2016,clean vehicle,90944.0,white,texas, usa,2 days left
22000,chevrolet,tahoe,2015,clean vehicle,82785.0,gray,texas, usa,2 days left
9600,chevrolet,1500,2014,clean vehicle,150525.0,white,texas, usa,2 days left
10500,chevrolet,door,2013,clean vehicle,112267.0,silver,texas, usa,2 days left
6700,chevrolet,door,2013,clean vehicle,139394.0,white,texas, usa,2 days left
14200,chevrolet,door,2013,clean vehicle,82543.0,black,texas, usa,2 days left
15500,chevrolet,equinox,2019,clean vehicle,13532.0,white,florida, usa,6 hours left
35100,chevrolet,1500,2018,clean vehicle,14751.0,blue,kansas, usa,2 days left
26300,chevrolet,camaro,2018,clean vehicle,11150.0,gray,kansas, usa,2 days left
15700,chevrolet,colorado,2016,clean vehicle,91248.0,white,new jersey, usa,18 hours left
17600,chevrolet,1500,2016,clean vehicle,65336.0,white,new jersey, usa,18 hours left
18600,chevrolet,1500,2016,clean vehicle,48974.0,white,new jersey, usa,18 hours left
19100,chevrolet,1500,2016,clean vehicle,40011.0,white,new jersey, usa,18 hours left
15200,chevrolet,equinox,2019,clean vehicle,37444.0,black,north carolina, usa,2 days left
16100,chevrolet,equinox,2019,clean vehicle,43199.0,white,north carolina, usa,2 days left
14800,chevrolet,equinox,2019,clean vehicle,43589.0,charcoal,north carolina, usa,2 days left
16700,chevrolet,equinox,2019,clean vehicle,32870.0,charcoal,north carolina, usa,2 days left
15300,chevrolet,equinox,2019,clean vehicle,38826.0,charcoal,north carolina, usa,2 days left
16500,chevrolet,equinox,2019,clean vehicle,33739.0,charcoal,north carolina, usa,2 days left
19600,chevrolet,passenger,2019,clean vehicle,35309.0,white,north carolina, usa,2 days left
15200,chevrolet,impala,2019,clean vehicle,32248.0,red,north carolina, usa,2 days left
15000,chevrolet,impala,2019,clean vehicle,36165.0,silver,north carolina, usa,2 days left
15500,chevrolet,impala,2019,clean vehicle,29922.0,charcoal,north carolina, usa,2 days left
15700,chevrolet,impala,2019,clean vehicle,26848.0,silver,north carolina, usa,2 days left
14800,chevrolet,impala,2019,clean vehicle,41163.0,charcoal,north carolina, usa,2 days left
9200,chevrolet,cruze,2017,clean vehicle,32856.0,red,north carolina, usa,2 days left
8200,chevrolet,impala,2017,clean vehicle,100315.0,black,north carolina, usa,2 days left
11400,chevrolet,door,2013,clean vehicle,91638.0,silver,new jersey, usa,18 hours left
6500,chevrolet,door,2015,clean vehicle,83173.0,white,north carolina, usa,2 days left
11500,chevrolet,door,2014,clean vehicle,94356.0,gray,north carolina, usa,2 days left
23800,chevrolet,door,2015,clean vehicle,85792.0,black,florida, usa,2 hours left
8900,chevrolet,door,2014,clean vehicle,129068.0,white,florida, usa,1 hours left
28300,chevrolet,ld,2019,clean vehicle,27665.0,red,indiana, usa,2 days left
27300,chevrolet,ld,2019,clean vehicle,25427.0,black,indiana, usa,2 days left
3500,chevrolet,door,2013,clean vehicle,78198.0,gray,new jersey, usa,7 days left
28300,chevrolet,colorado,2020,clean vehicle,13886.0,silver,indiana, usa,2 days left
18300,chevrolet,impala,2019,clean vehicle,34538.0,silver,indiana, usa,2 days left
22500,dodge,charger,2018,clean vehicle,20575.0,silver,wisconsin, usa,2 days left
22500,dodge,charger,2018,clean vehicle,26026.0,gray,wisconsin, usa,4 days left
8300,dodge,door,2012,clean vehicle,99015.0,gray,wisconsin, usa,1 days left
16500,dodge,caravan,2019,clean vehicle,27327.0,gray,nebraska, usa,5 hours left
14500,dodge,journey,2019,clean vehicle,30229.0,silver,nebraska, usa,5 hours left
30000,dodge,charger,2019,clean vehicle,43294.0,white,ontario, canada,10 days left
30000,dodge,charger,2019,clean vehicle,54309.0,orange,ontario, canada,10 days left
30000,dodge,charger,2019,clean vehicle,52822.0,white,ontario, canada,10 days left
30000,dodge,charger,2019,clean vehicle,45554.0,white,ontario, canada,10 days left
30000,dodge,charger,2019,clean vehicle,37538.0,white,ontario, canada,10 days left
29500,dodge,charger,2019,clean vehicle,35153.0,red,ontario, canada,10 days left
21600,dodge,challenger,2019,clean vehicle,23783.0,white,washington, usa,2 days left
22600,dodge,charger,2019,clean vehicle,30759.0,black,washington, usa,2 days left
16300,dodge,caravan,2019,clean vehicle,38922.0,gray,washington, usa,2 days left
8600,dodge,door,2012,clean vehicle,165836.0,blue,washington, usa,2 days left
28800,dodge,durango,2019,clean vehicle,19235.0,no_color,texas, usa,21 hours left
22100,dodge,challenger,2019,clean vehicle,9445.0,gray,texas, usa,21 hours left
14300,dodge,journey,2018,clean vehicle,19164.0,gray,north carolina, usa,21 hours left
13700,dodge,caravan,2018,clean vehicle,54106.0,white,north carolina, usa,21 hours left
29500,dodge,challenger,2017,clean vehicle,32051.0,no_color,arizona, usa,21 hours left
18500,dodge,journey,2017,clean vehicle,14870.0,gray,texas, usa,21 hours left
19000,dodge,door,2016,clean vehicle,32294.0,blue,colorado, usa,21 hours left
43400,dodge,challenger,2015,clean vehicle,7250.0,white,arizona, usa,2 days left
46000,dodge,challenger,2015,clean vehicle,10145.0,no_color,arizona, usa,21 hours left
12500,dodge,journey,2018,clean vehicle,59924.0,silver,texas, usa,2 days left
13900,dodge,charger,2017,clean vehicle,21304.0,black,florida, usa,1 days left
13000,dodge,caravan,2018,clean vehicle,52079.0,white,california, usa,1 days left
13000,dodge,caravan,2018,clean vehicle,54960.0,white,california, usa,1 days left
3000,dodge,door,2013,clean vehicle,80099.0,white,texas, usa,19 hours left
17500,dodge,caravan,2019,clean vehicle,23987.0,black,florida, usa,2 days left
7900,dodge,door,2017,clean vehicle,84144.0,gray,california, usa,2 days left
8900,dodge,door,2014,clean vehicle,85639.0,blue,florida, usa,1 days left
11500,dodge,caravan,2018,clean vehicle,50193.0,no_color,pennsylvania, usa,21 hours left
6500,dodge,journey,2017,clean vehicle,74392.0,black,pennsylvania, usa,21 hours left
8000,dodge,door,2017,clean vehicle,76117.0,black,pennsylvania, usa,21 hours left
18700,dodge,challenger,2018,clean vehicle,36358.0,gray,new jersey, usa,Listing Expired
8350,dodge,journey,2017,clean vehicle,90685.0,white,florida, usa,13 days left
27900,dodge,charger,2017,clean vehicle,54141.0,orange,florida, usa,2 days left
14500,dodge,door,2016,clean vehicle,82240.0,white,pennsylvania, usa,21 hours left
6200,dodge,door,2016,clean vehicle,66167.0,silver,pennsylvania, usa,2 days left
7500,dodge,door,2012,clean vehicle,144220.0,gray,pennsylvania, usa,21 hours left
20200,dodge,caravan,2019,clean vehicle,24722.0,black,illinois, usa,20 hours left
29300,dodge,durango,2019,clean vehicle,41198.0,silver,illinois, usa,20 hours left
31000,dodge,durango,2019,clean vehicle,26353.0,black,illinois, usa,24 hours left
32400,dodge,durango,2019,clean vehicle,28280.0,white,illinois, usa,1 days left
5800,dodge,door,2012,clean vehicle,130120.0,white,minnesota, usa,5 hours left
21500,dodge,charger,2019,clean vehicle,15340.0,black,texas, usa,19 hours left
23100,dodge,charger,2018,clean vehicle,12265.0,silver,michigan, usa,21 hours left
4500,dodge,van,2014,clean vehicle,94872.0,gray,texas, usa,19 hours left
24800,dodge,charger,2018,clean vehicle,17946.0,silver,michigan, usa,21 hours left
23000,dodge,charger,2018,clean vehicle,26996.0,gray,michigan, usa,21 hours left
26900,dodge,journey,2019,clean vehicle,5775.0,gray,wisconsin, usa,21 hours left
21500,dodge,challenger,2018,clean vehicle,6748.0,gray,wisconsin, usa,2 days left
15700,dodge,journey,2018,clean vehicle,38128.0,white,wisconsin, usa,21 hours left
15200,dodge,caravan,2018,clean vehicle,41636.0,silver,wisconsin, usa,21 hours left
23300,dodge,charger,2018,clean vehicle,5359.0,blue,wisconsin, usa,2 days left
6100,dodge,door,2015,clean vehicle,70296.0,white,minnesota, usa,6 days left
20000,dodge,journey,2017,clean vehicle,11346.0,green,wisconsin, usa,21 hours left
53000,dodge,challenger,2017,clean vehicle,7415.0,no_color,illinois, usa,21 hours left
3000,dodge,door,2013,clean vehicle,107593.0,orange,minnesota, usa,6 days left
18200,dodge,door,2016,clean vehicle,50639.0,black,new jersey, usa,7 hours left
21800,dodge,challenger,2019,clean vehicle,6530.0,gray,arizona, usa,2 days left
52000,dodge,charger,2016,clean vehicle,17432.0,blue,illinois, usa,2 days left
19000,dodge,charger,2019,clean vehicle,19636.0,black,arizona, usa,2 days left
25000,dodge,challenger,2016,clean vehicle,41748.0,no_color,illinois, usa,2 days left
36000,dodge,challenger,2016,clean vehicle,13162.0,red,illinois, usa,2 days left
17000,dodge,caravan,2019,clean vehicle,32937.0,white,georgia, usa,8 days left
25300,dodge,door,2015,clean vehicle,23095.0,red,wisconsin, usa,21 hours left
14900,dodge,journey,2017,clean vehicle,34432.0,gray,wisconsin, usa,22 hours left
15000,dodge,caravan,2017,clean vehicle,48162.0,no_color,wisconsin, usa,21 hours left
12995,dodge,doors,2014,clean vehicle,68310.0,gray,massachusetts, usa,8 days left
17750,dodge,doors,2014,clean vehicle,48000.0,black,massachusetts, usa,8 days left
10295,dodge,doors,2014,clean vehicle,105962.0,black,pennsylvania, usa,8 days left
16995,dodge,doors,2014,clean vehicle,96575.0,gray,connecticut, usa,8 days left
25000,dodge,doors,2014,clean vehicle,13239.0,toreador red,new york, usa,8 days left
23995,dodge,doors,2014,clean vehicle,24934.0,bright white clearcoat,rhode island, usa,8 days left
14900,dodge,doors,2014,clean vehicle,46859.0,billet silver metallic clearcoat,new jersey, usa,8 days left
15810,dodge,doors,2014,clean vehicle,44468.0,black clearcoat,new york, usa,8 days left
20227,dodge,doors,2014,clean vehicle,62230.0,jazz blue pearlcoat,new york, usa,8 days left
20999,dodge,doors,2014,clean vehicle,37082.0,silver,new york, usa,8 days left
22499,dodge,doors,2014,clean vehicle,23964.0,bright white clearcoat,new jersey, usa,8 days left
23495,dodge,doors,2014,clean vehicle,11204.0,black clearcoat,new york, usa,8 days left
25250,dodge,doors,2014,clean vehicle,7608.0,billet silver metallic clearcoat,new york, usa,8 days left
15322,dodge,doors,2014,clean vehicle,49982.0,billet silver metallic clearcoat,new jersey, usa,8 days left
21232,dodge,charger,2019,clean vehicle,4950.0,gray,texas, usa,4 days left
5800,dodge,journey,2013,clean vehicle,111628.0,white,wisconsin, usa,21 hours left
29000,dodge,door,2012,clean vehicle,15927.0,black,illinois, usa,21 hours left
17000,dodge,caravan,2018,clean vehicle,36299.0,gray,new jersey, usa,2 days left
13800,dodge,journey,2018,clean vehicle,28469.0,red,florida, usa,23 hours left
30000,dodge,durango,2019,clean vehicle,29086.0,gray,missouri, usa,8 days left
14800,dodge,caravan,2017,clean vehicle,35991.0,gray,florida, usa,23 hours left
8500,dodge,journey,2017,clean vehicle,62224.0,black,missouri, usa,7 days left
9800,dodge,door,2013,clean vehicle,86500.0,white,missouri, usa,8 days left
4200,dodge,door,2014,clean vehicle,144725.0,gray,nevada, usa,22 hours left
2500,dodge,van,2013,salvage insurance,163260.0,red,tennessee, usa,15 hours left
28700,dodge,charger,2018,clean vehicle,19636.0,blue,california, usa,21 hours left
18500,dodge,challenger,2018,clean vehicle,34272.0,gray,california, usa,2 days left
17300,dodge,challenger,2018,clean vehicle,42909.0,no_color,california, usa,2 days left
7100,dodge,door,2016,clean vehicle,55749.0,gray,louisiana, usa,8 days left
3250,dodge,door,2015,salvage insurance,89142.0,white,minnesota, usa,16 hours left
30700,dodge,durango,2017,clean vehicle,20328.0,no_color,california, usa,21 hours left
3000,dodge,door,2012,clean vehicle,149332.0,gray,missouri, usa,9 days left
26500,dodge,durango,2019,clean vehicle,28551.0,gray,california, usa,8 days left
20800,dodge,charger,2019,clean vehicle,35098.0,gray,california, usa,8 days left
20800,dodge,charger,2019,clean vehicle,35365.0,gray,california, usa,8 days left
5100,dodge,door,2015,clean vehicle,88398.0,white,california, usa,2 days left
18900,dodge,challenger,2019,clean vehicle,27957.0,black,california, usa,8 days left
24000,dodge,durango,2019,clean vehicle,30161.0,silver,california, usa,8 days left
38800,dodge,challenger,2015,clean vehicle,26292.0,white,california, usa,2 days left
24500,dodge,durango,2019,clean vehicle,25780.0,white,california, usa,8 days left
24500,dodge,durango,2019,clean vehicle,25032.0,black,california, usa,8 days left
6500,dodge,door,2016,clean vehicle,72248.0,blue,new jersey, usa,2 days left
24000,dodge,durango,2019,clean vehicle,30630.0,gray,california, usa,8 days left
18000,dodge,door,2014,clean vehicle,86125.0,no_color,california, usa,21 hours left
24000,dodge,durango,2019,clean vehicle,30408.0,white,california, usa,8 days left
23500,dodge,durango,2019,clean vehicle,35443.0,silver,california, usa,8 days left
4500,dodge,van,2014,clean vehicle,95377.0,white,california, usa,2 days left
25900,dodge,durango,2019,clean vehicle,32724.0,silver,california, usa,8 days left
13900,dodge,caravan,2019,clean vehicle,45089.0,gray,california, usa,8 days left
14200,dodge,journey,2019,clean vehicle,35948.0,silver,california, usa,8 days left
15400,dodge,caravan,2019,clean vehicle,41601.0,blue,california, usa,8 days left
17500,dodge,challenger,2019,clean vehicle,26370.0,gray,texas, usa,1 days left
17500,dodge,caravan,2019,clean vehicle,18271.0,white,texas, usa,2 days left
18000,dodge,caravan,2019,clean vehicle,9476.0,white,texas, usa,1 days left
25200,dodge,door,2012,clean vehicle,80899.0,gray,new jersey, usa,2 days left
14100,dodge,caravan,2018,clean vehicle,57394.0,black,texas, usa,2 days left
13300,dodge,caravan,2018,clean vehicle,42190.0,white,california, usa,8 days left
16200,dodge,caravan,2019,clean vehicle,22591.0,black,oklahoma, usa,21 hours left
13300,dodge,caravan,2018,clean vehicle,48681.0,gray,california, usa,8 days left
13100,dodge,caravan,2018,clean vehicle,42621.0,silver,california, usa,8 days left
15500,dodge,caravan,2017,clean vehicle,27761.0,silver,california, usa,8 days left
4500,dodge,door,2013,salvage insurance,107768.0,white,california, usa,18 hours left
28400,dodge,durango,2019,clean vehicle,14355.0,gray,colorado, usa,3 days left
17400,dodge,caravan,2019,clean vehicle,9467.0,gray,colorado, usa,3 days left
6000,dodge,door,2014,clean vehicle,122837.0,silver,florida, usa,53 minutes
20700,dodge,challenger,2019,clean vehicle,18313.0,gray,virginia, usa,2 days left
20300,dodge,challenger,2019,clean vehicle,19506.0,black,virginia, usa,2 days left
14000,dodge,journey,2018,clean vehicle,14750.0,black,oklahoma, usa,21 hours left
22000,dodge,challenger,2019,clean vehicle,11280.0,green,virginia, usa,2 days left
17200,dodge,journey,2019,clean vehicle,13944.0,blue,virginia, usa,2 days left
15000,dodge,door,2016,clean vehicle,26922.0,blue,oklahoma, usa,21 hours left
17500,dodge,journey,2019,clean vehicle,12690.0,gray,virginia, usa,2 days left
1300,dodge,door,2013,salvage insurance,239822.0,gray,michigan, usa,2 days left
1750,dodge,door,2014,salvage insurance,74975.0,red,nevada, usa,3 days left
16300,dodge,caravan,2019,clean vehicle,28289.0,red,florida, usa,21 hours left
15700,dodge,caravan,2019,clean vehicle,38041.0,red,florida, usa,21 hours left
10000,dodge,journey,2017,clean vehicle,52386.0,silver,florida, usa,2 days left
23100,dodge,charger,2019,clean vehicle,34391.0,white,florida, usa,21 hours left
14900,dodge,caravan,2019,clean vehicle,39515.0,red,florida, usa,21 hours left
16700,dodge,journey,2019,clean vehicle,22074.0,orange,virginia, usa,2 days left
16300,dodge,caravan,2019,clean vehicle,28782.0,white,florida, usa,21 hours left
25800,dodge,durango,2019,clean vehicle,30092.0,red,north carolina, usa,21 hours left
23800,dodge,challenger,2019,clean vehicle,26443.0,black,north carolina, usa,21 hours left
16800,dodge,journey,2019,clean vehicle,28981.0,red,north carolina, usa,21 hours left
15500,dodge,journey,2019,clean vehicle,32865.0,white,north carolina, usa,21 hours left
6000,dodge,door,2014,clean vehicle,117258.0,blue,florida, usa,23 hours left
26900,dodge,durango,2019,clean vehicle,16397.0,white,arizona, usa,20 hours left
16900,dodge,caravan,2019,clean vehicle,16176.0,white,arizona, usa,20 hours left
19500,dodge,caravan,2019,clean vehicle,1091.0,gray,arizona, usa,20 hours left
15400,dodge,caravan,2019,clean vehicle,17472.0,black,arizona, usa,20 hours left
2300,dodge,door,2012,clean vehicle,123882.0,white,texas, usa,7 hours left
17000,dodge,charger,2019,clean vehicle,10341.0,red,california, usa,1 days left
